source_id,source_name,source_type,iso3_country,sector,subsector,start_time,end_time,lat,lon,geometry_ref,gas,emissions_quantity,temporal_granularity,activity,activity_units,emissions_factor,emissions_factor_units,capacity,capacity_units,capacity_factor,other1,other1_def,other2,other2_def,other3,other3_def,other4,other4_def,other5,other5_def,other6,other6_def,other7,other7_def,other8,other8_def,other9,other9_def,other10,other10_def,created_date,modified_date
25486984,Cassinga Mine,iron-mine,AGO,mineral-extraction,iron-mining,2020-01-01 00:00:00,2020-12-31 00:00:00,-14.687436,16.04864,trace_16.04864_-14.687436,ch4,,annual,0.0,T of iron,,,,,,,,,,,,,,,,,,,,,,,,,,2023-11-01 00:00:00,2023-11-02 17:00:00
25486984,Cassinga Mine,iron-mine,AGO,mineral-extraction,iron-mining,2020-01-01 00:00:00,2020-12-31 00:00:00,-14.687436,16.04864,trace_16.04864_-14.687436,co2,0.0,annual,0.0,T of iron,0.0,T of CO2 per T of iron extracted,,,,,,,,,,,,,,,,,,,,,,,,2023-11-01 00:00:00,2023-11-02 17:00:00
